signal_ts_ms,exec_ts_ms,asset,buy_ex,sell_ex,size,buy_cost,sell_proceeds,pnl,signal_edge_bps,signal_expected_pnl
1777593692900,1777593693200,ETH,binance,okx,0.8848774444739405,2000.0,2000.0884877444478,0.08848774444777519,5.001261380082056,1.0002522760164112
1777594542900,1777594543200,ETH,binance,bybit,0.8830255989121124,2000.0,2000.150114351815,0.15011435181509114,6.7583087442790735,1.3516617488558147
1777601306300,1777601306600,ETH,binance,bybit,0.03,68.057008,68.06849999999999,0.011491999999989844,5.557810046403766,1.1115620092807532
1777601306400,1777601306700,ETH,binance,bybit,0.8815621280909773,2000.0000000000002,2000.220390532023,0.22039053202274772,7.278084584576572,1.4556169169153144
1777604890500,1777604890800,ETH,binance,okx,0.8814533402674329,2000.0086295334027,2000.3349522693018,0.32632273589911165,5.0700772856138165,1.0140154571227633
1777605437500,1777605437800,ETH,binance,bybit,0.8788890841975743,2000.0,2000.2812445069433,0.28124450694326697,5.847233335385393,1.1694466670770787
1777605587600,1777605587900,BTC,binance,okx,0.025928388642691636,2000.0,2000.019964859255,0.01996485925496927,5.759997176446596,1.1519994352893193
1777605587700,1777605588000,BTC,binance,okx,0.00872,672.6864199000001,672.666904,-0.019515900000101283,9.7954986900195,1.9590997380039
1777605587700,1777605588000,ETH,binance,okx,0.8757794437048975,2000.0,1999.2205562951028,-0.7794437048971758,7.80414233352511,1.560828466705022
1777605587800,1777605588100,BTC,binance,okx,0.025926889541987234,2000.0,1999.9639616235365,-0.03603837646346619,7.263294422827915,1.452658884565583
1777605587800,1777605588100,ETH,binance,bybit,0.8761016978850904,2000.0,2000.1489372886404,0.14893728864035438,8.854406382186042,1.7708812764372084
1777605599900,1777605600200,ETH,binance,bybit,0.8738852501278057,2000.0,2000.436942625064,0.4369426250639208,8.881810664296275,1.776362132859255
1777605600000,1777605600300,ETH,binance,bybit,0.8738852501278057,2000.0,2000.629197380092,0.6291973800919095,6.6442859141147,1.32885718282294
1777605600100,1777605600400,ETH,binance,bybit,0.8737898011254412,2000.0,2000.7252455349342,0.7252455349341744,7.299972024059631,1.4599944048119262
1777605607600,1777605607900,ETH,binance,bybit,0.0155,35.54517,35.549094999999994,0.003924999999995293,6.151537229888149,1.2303074459776298
1777605763500,1777605763800,ETH,binance,okx,0.8719536120678381,2000.0,2000.0348781444827,0.0348781444827182,6.151376206824377,1.2302752413648754
1777605941600,1777605941900,BTC,okx,binance,0.025900495476478463,2000.0,2000.427099170407,0.4270991704070184,5.836676655623929,1.1673353311247858
1777608892300,1777608892600,BTC,bybit,binance,0.025939193342965423,2000.0,2000.4017981048828,0.40179810488280054,8.214804026214217,1.6429608052428435
1777609692000,1777609692300,BTC,binance,bybit,0.02593757525949571,2000.0,1999.7196148114444,-0.28038518855555594,13.257853495456384,2.651570699091277
1777609750000,1777609750300,BTC,binance,bybit,0.025979420921305608,2000.0,1999.9737607848697,-0.02623921513031746,6.7839695579108295,1.356793911582166
1777609750100,1777609750400,BTC,binance,bybit,0.025979420921305608,2000.0,1999.9737607848697,-0.02623921513031746,6.7839695579108295,1.356793911582166
1777609759400,1777609759700,BTC,okx,bybit,0.025987492219994513,1999.9999999999998,2000.2185499626557,0.21854996265597038,5.431018913719665,1.086203782743933
1777634484700,1777634485000,ETH,binance,bybit,0.0942,215.723072,215.79524400000003,0.07217200000002322,5.33037395631597,1.066074791263194
1777637278200,1777637278500,ETH,okx,binance,0.875013125196878,2000.0,2000.2703834125514,0.2703834125513822,5.905382646922419,1.1810765293844838
1777637545700,1777637546000,ETH,binance,bybit,0.8746725444661654,2000.0,2000.3411222923417,0.3411222923416517,6.475550421785048,1.2951100843570096
1777637727700,1777637728000,ETH,binance,bybit,0.6688,1531.7465599999998,1531.959968,0.2134080000000722,5.154098818924702,1.0308197637849403
1777637786300,1777637786600,ETH,binance,bybit,0.8721247138340783,2000.0,2000.3226861441185,0.3226861441185065,7.024432809774606,1.4048865619549211
1777637801600,1777637801900,ETH,binance,bybit,0.8721133049605804,2000.0,2000.0872113304958,0.0872113304958475,8.816494701373578,1.7632989402747157
1777637867100,1777637867400,ETH,binance,okx,0.8703258064656505,2000.0,1999.9303739354827,-0.0696260645172515,7.146841444709562,1.4293682889419124
1777637867300,1777637867600,ETH,binance,okx,0.8704583833846904,2000.0,1999.8433174909908,-0.1566825090092152,5.094043887146071,1.0188087774292143
1777637885400,1777637885700,BTC,binance,bybit,0.02574997112784487,2000.0,1999.9693575343576,-0.03064246564235873,5.69178653816671,1.138357307633342
1777637974300,1777637974600,ETH,binance,okx,0.8706933331011485,2000.0,2000.4092258665576,0.40922586655756277,9.062667474173391,1.8125334948346783
1777638075500,1777638075800,ETH,binance,bybit,0.8702841477742483,2000.0,2000.1653539880772,0.16535398807718593,5.2674424172782786,1.0534884834556557
1777638100200,1777638100500,ETH,binance,okx,0.8698753468627947,2000.0,1999.6694473681926,-0.33055263180744987,5.353365656635134,1.0706731313270268
1777638119000,1777638119300,ETH,binance,bybit,0.8695614366894057,2000.0,2000.4608675614452,0.46086756144518404,6.04597551162378,1.209195102324756
1777638122000,1777638122300,ETH,binance,okx,0.8688097306689835,2000.0,2000.1216333622936,0.12163336229355082,6.605823554977075,1.321164710995415
1777638161400,1777638161700,ETH,binance,okx,0.8698072507132419,2000.0,2000.3740171178067,0.37401711780671576,6.874915695258554,1.3749831390517109
1777638176800,1777638177100,ETH,binance,okx,0.8693837807761858,2000.0,2000.356447350118,0.35644735011806006,9.309407286568483,1.8618814573136966
1777638237500,1777638237800,ETH,binance,okx,0.8689267451307517,2000.0264840698055,2000.260678023539,0.23419395373343832,6.869266553628517,1.3738533107257034
1777638306400,1777638306700,ETH,binance,okx,0.8676789587852495,2000.0,1999.991323210412,-0.008676789587980238,9.90137707310046,1.9802754146200918
1777638506100,1777638506400,ETH,binance,bybit,0.8675509903094554,2000.0,2000.2082122376742,0.20821223767416086,11.375280040293312,2.2750560080586624
1777638555100,1777638555400,ETH,okx,binance,0.8681610612400813,2000.0,1999.8437310089769,-0.15626899102312564,6.815981523047299,1.3631963046094597
1777638622100,1777638622400,ETH,binance,bybit,0.8665548810870065,2000.0,1999.892884528539,-0.10711547146092926,7.979496164205457,1.5958992328410915
1777638851500,1777638851800,ETH,binance,bybit,0.8653737982121378,2000.1090482356067,1999.9603459100895,-0.1487023255172062,6.404154045867028,1.2808308091734055
1777638853000,1777638853300,BTC,bybit,binance,0.02561045726190918,2000.0,1999.9090828767203,-0.09091712327972346,5.139514839018755,1.027902967803751
1777638853000,1777638853300,ETH,okx,binance,0.8654000095194,1999.9999999999998,1999.7663419974297,-0.2336580025701096,5.410740102673728,1.0821480205347456
1777638979100,1777638979400,ETH,binance,okx,0.8664122302750425,2000.0139503669084,1999.818053431642,-0.1958969352663189,7.5901492873931,1.51802985747862
1777639620800,1777639621100,ETH,binance,bybit,0.8672500368581266,2000.0,2000.2428300103204,0.24283001032040374,5.379912966891887,1.0759825933783773
1777640948100,1777640948400,ETH,okx,binance,0.8664873037947811,2000.0,2000.0519892382276,0.051989238227633905,5.806873778497756,1.1613747556995513
1777641120500,1777641120800,ETH,binance,bybit,0.8641809940673975,2000.0,2000.4061650672118,0.4061650672117594,6.26821023144819,1.253642046289638
1777641193400,1777641193700,BTC,binance,bybit,0.02551258286965277,2000.0,2000.1711894310552,0.17118943105515427,7.170437220505033,1.4340874441010065
1777641193400,1777641193700,ETH,binance,bybit,0.8650182302592027,2000.0,2000.3114065628931,0.31140656289312574,5.668198378290246,1.1336396756580491
1777641819100,1777641819400,ETH,okx,binance,0.865830851284893,2000.0000000000002,2000.225116021334,0.22511602133386077,5.1087780062775145,1.021755601255503
1777643440200,1777643440500,BTC,binance,okx,0.00832,652.0453931999999,652.12992,0.08452680000004875,5.429599849218203,1.0859199698436406
1777643440200,1777643440500,ETH,binance,okx,0.8646891226431818,2000.0,2000.0864689122645,0.0864689122645359,5.798932823257719,1.1597865646515437
1777643599100,1777643599400,BTC,binance,bybit,0.02542911633820725,2000.0,2000.4984106802292,0.498410680229199,7.475218054771027,1.4950436109542053
1777643599100,1777643599400,ETH,binance,bybit,0.8631292751871912,2000.0000000000002,1999.3619375508576,-0.6380624491425806,6.134359758600549,1.2268719517201099
1777643599200,1777643599500,BTC,binance,okx,0.02542565728502289,2000.0,1999.8143927018193,-0.18560729818068467,6.098037205402029,1.2196074410804059
1777643599300,1777643599600,BTC,binance,bybit,0.025426530041445242,1999.9999999999998,1999.6798362204072,-0.32016377959257625,7.560853806616308,1.5121707613232616
1777643599300,1777643599600,ETH,binance,okx,0.8633826468721806,2000.0,1999.853224950032,-0.14677504996802782,5.743081314257825,1.148616262851565
1777643606000,1777643606300,BTC,bybit,binance,0.025415608741952783,2000.0,2000.239435978262,0.23943597826200858,6.178716286211472,1.2357432572422944
1777643607200,1777643607500,BTC,binance,okx,0.025401437975403788,2000.0,1999.994919712405,-0.005080287595092159,6.018866229584585,1.203773245916917
1777643607200,1777643607500,ETH,binance,okx,0.8629579610029297,2000.0,1999.8878154650695,-0.11218453493052039,7.080104474712634,1.4160208949425268
1777643699400,1777643699700,ETH,bybit,binance,0.8627681051886874,2000.0,2000.0517660863113,0.05176608631131785,5.047628908676494,1.0095257817352987
1777644809400,1777644809700,BTC,binance,okx,0.025357605633445666,2000.0,1999.9264629436627,-0.07353705633727259,5.239720379086599,1.0479440758173197
1777649038400,1777649038700,BTC,binance,okx,0.02544816444298485,2000.0,1999.9127127959603,-0.08728720403973966,5.165058436964465,1.033011687392893
1777649088500,1777649088800,BTC,okx,binance,0.025477674550733055,2000.0,1999.997452232545,-0.0025477674550984375,5.035059451403701,1.0070118902807401
1777649859500,1777649859800,BTC,binance,bybit,0.025421287939047885,2000.0695696669318,2000.482496045083,0.4129263781512691,6.792553286838476,1.3585106573676953
1777649859600,1777649859900,BTC,binance,bybit,0.025419866286419363,2000.0000000000002,2000.5231408481748,0.5231408481745348,5.470401795482083,1.0940803590964165
1777650630200,1777650630500,BTC,okx,binance,0.02546161915528532,2000.0,2000.1583712711458,0.15837127114582472,5.6536508813298525,1.1307301762659705
