signal_ts_ms,exec_ts_ms,asset,buy_ex,sell_ex,size,buy_cost,sell_proceeds,pnl,signal_edge_bps,signal_expected_pnl
1777593692900,1777593692900,ETH,binance,okx,0.8851790053243518,2000.0,2001.0002522760167,1.0002522760166812,5.001261380082056,1.0002522760164112
1777594542900,1777594542900,ETH,binance,bybit,0.8834390515398343,2000.0,2001.3322357962788,1.3322357962788374,6.7583087442790735,1.3516617488558147
1777601306300,1777601306300,ETH,binance,bybit,0.8821920708576672,2000.0,2001.018963541966,1.018963541966059,5.557810046403766,1.1115620092807532
1777601306400,1777601306400,ETH,binance,bybit,0.8821920708576672,2000.0,2001.4556169169152,1.4556169169152327,7.278084584576572,1.4556169169153144
1777604890500,1777604890500,ETH,binance,okx,0.8817525714109363,2000.0,2001.0140154571225,1.0140154571224684,5.0700772856138165,1.0140154571227633
1777605437500,1777605437500,ETH,binance,bybit,0.8792832083285705,2000.0,2001.169446667077,1.1694466670769543,5.847233335385393,1.1694466670770787
1777605587600,1777605587600,BTC,binance,okx,0.02595177822233174,2000.0,2001.1519994352893,1.1519994352893264,5.759997176446596,1.1519994352893193
1777605587700,1777605587700,BTC,binance,okx,0.02595177822233174,2000.0,2001.959099738004,1.9590997380039425,9.7954986900195,1.9590997380039
1777605587700,1777605587700,ETH,binance,okx,0.8768699251153084,2000.0007656992511,2001.5538021734449,1.553036474193732,7.80414233352511,1.560828466705022
1777605587800,1777605587800,BTC,binance,okx,0.02594033722438392,2000.0000000000002,2001.4526588845656,1.4526588845653805,7.263294422827915,1.452658884565583
1777605587800,1777605587800,ETH,binance,bybit,0.8766738992263353,2000.0,2001.7708812764372,1.7708812764371942,8.854406382186042,1.7708812764372084
1777605599900,1777605599900,ETH,binance,bybit,0.4054,926.5748719999999,927.3930399999999,0.8181680000000142,8.881810664296275,1.776362132859255
1777605600000,1777605600000,ETH,binance,bybit,0.8742481465939292,2000.1484751478529,2001.3288571828227,1.1803820349698526,6.6442859141147,1.32885718282294
1777605600100,1777605600100,ETH,binance,bybit,0.8742481465939292,2000.1484751478529,2001.4599944048118,1.3115192569589453,7.299972024059631,1.4599944048119262
1777605607600,1777605607600,ETH,binance,bybit,0.8725584723246266,2000.0,2001.2303074459776,1.2303074459775871,6.151537229888149,1.2303074459776298
1777605763500,1777605763500,ETH,binance,okx,0.8725356321738789,2000.0,2001.230275241365,1.2302752413650069,6.151376206824377,1.2302752413648754
