signal_ts_ms,exec_ts_ms,asset,buy_ex,sell_ex,size,buy_cost,sell_proceeds,pnl,signal_edge_bps,signal_expected_pnl
1777601306400,1777601306400,ETH,binance,bybit,0.8821038516505814,2000.0,2001.055345808088,1.0553458080880773,5.276729040442074,1.0553458080884148
1777605587700,1777605587700,BTC,binance,okx,0.025949183044509508,2000.0,2001.5587279376475,1.558727937647518,7.793639688236098,1.5587279376472196
1777605587700,1777605587700,ETH,binance,okx,0.8767822381227969,2000.0007656992511,2001.1535186170295,1.1527529177783435,5.8026815831002665,1.1605363166200533
1777605587800,1777605587800,BTC,binance,okx,0.02593774319066148,2000.0000000000002,2001.0523883673152,1.0523883673149612,5.261941836576245,1.052388367315249
1777605587800,1777605587800,ETH,binance,bybit,0.8765862318364127,2000.0,2001.3705471178907,1.3705471178907374,6.852735589455428,1.3705471178910855
1777605599900,1777605599900,ETH,binance,bybit,0.40535946,926.5748719999999,927.2075706659305,0.6326986659305476,6.880134390983006,1.3760268781966012
1777605600100,1777605600100,ETH,binance,bybit,0.8741607217792698,2000.1484751478529,2001.0597224205308,0.9112472726778833,5.2986121026554756,1.059722420531095
1777608892300,1777608892300,BTC,bybit,binance,0.025936162127600523,2000.1447359016277,2001.2426522295111,1.0979163278834676,6.213261147558491,1.2426522295116982
1777609692000,1777609692000,BTC,binance,bybit,0.025975365357321038,2000.2645340300028,2002.2510604114675,1.9865263814647278,11.255302057335825,2.251060411467165
1777637786300,1777637786300,ETH,binance,bybit,0.8725130890052356,2000.0,2001.0046255986913,1.004625598691291,5.02312799345761,1.004625598691522
1777637801600,1777637801600,ETH,binance,bybit,0.8728329754360237,2000.0,2001.3542482402581,1.35424824025813,6.814831490598028,1.3629662981196056
1777637867100,1777637867100,ETH,binance,okx,0.8714788732394367,2000.0,2001.0291024295777,1.0291024295777333,5.145512147890496,1.0291024295780993
1777637974300,1777637974300,ETH,binance,okx,0.8713231930217461,2000.0248103100216,2001.4121910062613,1.3873806962396884,7.060955031306104,1.4121910062612208
1777638176800,1777638176800,ETH,binance,okx,0.8699510603588907,2000.0,2001.461529099641,1.461529099640984,7.307645498206838,1.4615290996413677
1777638306400,1777638306400,ETH,binance,okx,0.8684549943327644,2000.0,2001.5798993793396,1.579899379339622,7.899496896699443,1.5798993793398886
1777638506100,1777638506100,ETH,binance,bybit,0.8682551536096977,2000.0,2001.8746210196075,1.8746210196075026,9.373105098038348,1.8746210196076696
1777638622100,1777638622100,ETH,binance,bybit,0.8672498059334494,2000.0193254615838,2001.1956000689536,1.1762746073698054,5.978000344768475,1.195600068953695
1777638979100,1777638979100,ETH,binance,okx,0.867358888281677,2000.0,2001.1177462666874,1.1177462666873907,5.588731333436847,1.1177462666873694
1777641193400,1777641193400,BTC,binance,bybit,0.02552864581371952,2000.0,2001.0338206409529,1.0338206409528539,5.1691032047651575,1.0338206409530315
1777643599100,1777643599100,BTC,binance,bybit,0.02545367114920945,2000.0,2001.086061217805,1.0860612178050815,5.473823085913043,1.0947646171826086
1777643599300,1777643599300,BTC,binance,bybit,0.016248375000000002,1277.5013652,1278.2114443596713,0.7100791596712952,5.559441711464608,1.1118883422929215
1777643607200,1777643607200,ETH,binance,okx,0.8633410322274268,2000.0058639162476,2001.0157577049235,1.0098937886759813,5.078788524619515,1.015757704923903
1777650630300,1777650630300,ETH,okx,binance,0.8658567210190422,2000.0,2001.7731030397213,1.7731030397212635,8.865515198606122,1.7731030397212244
1777650753500,1777650753500,BTC,binance,okx,0.025530281878670267,2000.0,2001.151850636821,1.1518506368211092,5.759253184105528,1.1518506368211057
1777652630900,1777652630900,ETH,bybit,binance,0.22469999999999998,517.3807950795078,517.6481960034,0.2674009238921826,5.295659749990911,1.0591319499981822
1777652766200,1777652766200,ETH,binance,bybit,0.8691041682058592,2000.0,2001.4380639136382,1.4380639136381888,7.819995013018666,1.5639990026037331
1777655043300,1777655043300,ETH,okx,binance,0.8692212737103814,2000.0,2001.3817454207456,1.381745420745574,6.908727103727141,1.3817454207454283
1777660198200,1777660198200,ETH,binance,bybit,0.8661604896028691,2000.0,2001.1243100174552,1.1243100174551728,5.621550087275828,1.1243100174551657
1777660789100,1777660789100,BTC,binance,bybit,0.025474477752824444,2000.0,2001.2506010837667,1.2506010837666963,6.253005418834778,1.2506010837669557
1777669076300,1777669076300,ETH,bybit,binance,0.8763941538663803,1999.9999999999998,2001.029442514255,1.0294425142551518,5.317259395667406,1.0634518791334813
1777671780200,1777671780200,ETH,okx,binance,0.8740308214089039,2000.0,2002.5714276223114,2.5714276223113757,12.857138111554978,2.5714276223109955
