open_time,open,high,low,close,volume,vol_ccy,vol_quote,confirm,symbol,exchange
2026-05-27 07:35:00+00:00,9.426,9.436,9.421,9.423,124.935865,1177.985519067,1177.985519067,1,LINKUSDT,okx
2026-05-27 07:40:00+00:00,9.423,9.426,9.419,9.425,23.029008,217.018312105,217.018312105,1,LINKUSDT,okx
2026-05-27 07:45:00+00:00,9.427,9.433,9.421,9.424,233.308203,2200.680498404,2200.680498404,1,LINKUSDT,okx
2026-05-27 07:50:00+00:00,9.425,9.432,9.417,9.428,97.90192,922.455562644,922.455562644,1,LINKUSDT,okx
2026-05-27 07:55:00+00:00,9.429,9.444,9.429,9.444,304.241034,2872.133693555,2872.133693555,1,LINKUSDT,okx
2026-05-27 08:00:00+00:00,9.444,9.451,9.434,9.434,4092.993964,38642.384174306,38642.384174306,1,LINKUSDT,okx
2026-05-27 08:05:00+00:00,9.437,9.437,9.417,9.418,1849.437901,17432.185747311,17432.185747311,1,LINKUSDT,okx
2026-05-27 08:10:00+00:00,9.417,9.422,9.401,9.403,1459.119353,13726.153319893,13726.153319893,1,LINKUSDT,okx
2026-05-27 08:15:00+00:00,9.404,9.415,9.401,9.414,434.924516,4092.502171482,4092.502171482,1,LINKUSDT,okx
2026-05-27 08:20:00+00:00,9.414,9.437,9.411,9.418,1447.442768,13637.961456342,13637.961456342,1,LINKUSDT,okx
2026-05-27 08:25:00+00:00,9.419,9.443,9.419,9.429,1855.720011,17509.799396958,17509.799396958,1,LINKUSDT,okx
2026-05-27 08:30:00+00:00,9.43,9.437,9.421,9.425,1974.239917,18623.142063885,18623.142063885,1,LINKUSDT,okx
2026-05-27 08:35:00+00:00,9.426,9.437,9.425,9.437,58.598613,552.593597788,552.593597788,1,LINKUSDT,okx
2026-05-27 08:40:00+00:00,9.437,9.437,9.425,9.427,437.518946,4125.818317498,4125.818317498,1,LINKUSDT,okx
2026-05-27 08:45:00+00:00,9.427,9.43,9.412,9.413,367.373118,3458.559675642,3458.559675642,1,LINKUSDT,okx
2026-05-27 08:50:00+00:00,9.415,9.416,9.385,9.393,458.673002,4310.15218127,4310.15218127,1,LINKUSDT,okx
2026-05-27 08:55:00+00:00,9.393,9.398,9.388,9.394,61.662231,579.249571528,579.249571528,1,LINKUSDT,okx
2026-05-27 09:00:00+00:00,9.395,9.397,9.368,9.377,4076.218949,38237.35113852,38237.35113852,1,LINKUSDT,okx
2026-05-27 09:05:00+00:00,9.378,9.383,9.37,9.38,3163.79386,29671.394644398,29671.394644398,1,LINKUSDT,okx
2026-05-27 09:10:00+00:00,9.381,9.382,9.367,9.368,1937.240728,18166.402121647,18166.402121647,1,LINKUSDT,okx
2026-05-27 09:15:00+00:00,9.367,9.367,9.351,9.364,5802.099155,54283.696408933,54283.696408933,1,LINKUSDT,okx
2026-05-27 09:20:00+00:00,9.365,9.377,9.356,9.367,3012.80149,28216.638826016,28216.638826016,1,LINKUSDT,okx
2026-05-27 09:25:00+00:00,9.364,9.366,9.348,9.352,1640.653626,15340.090675048,15340.090675048,1,LINKUSDT,okx
2026-05-27 09:30:00+00:00,9.353,9.37,9.35,9.366,794.785542,7433.13256059,7433.13256059,1,LINKUSDT,okx
2026-05-27 09:35:00+00:00,9.366,9.388,9.366,9.388,719.279244,6744.630881256,6744.630881256,1,LINKUSDT,okx
2026-05-27 09:40:00+00:00,9.385,9.385,9.37,9.37,160.557475,1505.239804169,1505.239804169,1,LINKUSDT,okx
2026-05-27 09:45:00+00:00,9.37,9.377,9.363,9.366,257.278679,2410.03444002,2410.03444002,1,LINKUSDT,okx
2026-05-27 09:50:00+00:00,9.367,9.371,9.351,9.356,1133.615145,10610.907883151,10610.907883151,1,LINKUSDT,okx
2026-05-27 09:55:00+00:00,9.352,9.356,9.352,9.356,41.401392,387.285789769,387.285789769,1,LINKUSDT,okx
2026-05-27 10:00:00+00:00,9.355,9.358,9.346,9.351,3586.672905,33538.659376177,33538.659376177,1,LINKUSDT,okx
2026-05-27 10:05:00+00:00,9.347,9.357,9.345,9.357,396.707611,3710.329213485,3710.329213485,1,LINKUSDT,okx
2026-05-27 10:10:00+00:00,9.356,9.377,9.355,9.377,555.786844,5201.759513631,5201.759513631,1,LINKUSDT,okx
2026-05-27 10:15:00+00:00,9.375,9.381,9.37,9.376,300.889249,2821.492439213,2821.492439213,1,LINKUSDT,okx
2026-05-27 10:20:00+00:00,9.372,9.375,9.364,9.366,417.243784,3908.73905619,3908.73905619,1,LINKUSDT,okx
2026-05-27 10:25:00+00:00,9.366,9.378,9.366,9.368,3665.710973,34362.00643685,34362.00643685,1,LINKUSDT,okx
2026-05-27 10:30:00+00:00,9.368,9.373,9.355,9.355,903.863674,8467.090782287,8467.090782287,1,LINKUSDT,okx
2026-05-27 10:35:00+00:00,9.352,9.366,9.352,9.355,390.578232,3654.68313113,3654.68313113,1,LINKUSDT,okx
2026-05-27 10:40:00+00:00,9.35,9.355,9.349,9.351,381.047122,3563.039171437,3563.039171437,1,LINKUSDT,okx
2026-05-27 10:45:00+00:00,9.351,9.357,9.339,9.346,481.314893,4497.340866035,4497.340866035,1,LINKUSDT,okx
2026-05-27 10:50:00+00:00,9.342,9.346,9.34,9.344,203.907261,1905.096398074,1905.096398074,1,LINKUSDT,okx
2026-05-27 10:55:00+00:00,9.343,9.35,9.341,9.341,928.186571,8675.669478587,8675.669478587,1,LINKUSDT,okx
